pt_c,soc_c,llt_n,soc_n
10040914,10040785,Skin reaction,Skin and subcutaneous tissue disorders
10040952,10040785,Skin warm,Skin and subcutaneous tissue disorders
10044725,10040785,Tuberculid,Skin and subcutaneous tissue disorders
10048211,10040785,Xanthelasma,Skin and subcutaneous tissue disorders
10048214,10040785,Xanthoma,Skin and subcutaneous tissue disorders
10048215,10040785,Xanthomatosis,Skin and subcutaneous tissue disorders
10048245,10040785,Yellow skin,Skin and subcutaneous tissue disorders
10048625,10040785,Skin maceration,Skin and subcutaneous tissue disorders
10048649,10040785,Koebner phenomenon,Skin and subcutaneous tissue disorders
10048768,10040785,Dermatosis,Skin and subcutaneous tissue disorders
10049002,10040785,Scar pain,Skin and subcutaneous tissue disorders
10049752,10040785,Peau d'orange,Skin and subcutaneous tissue disorders
10050207,10040785,Skin fibrosis,Skin and subcutaneous tissue disorders
10050637,10040785,Skin tightness,Skin and subcutaneous tissue disorders
10051446,10040785,Transient acantholytic dermatosis,Skin and subcutaneous tissue disorders
10051788,10040785,Sticky skin,Skin and subcutaneous tissue disorders
10051837,10040785,Skin induration,Skin and subcutaneous tissue disorders
10052834,10040785,Eosinophilic pustular folliculitis,Skin and subcutaneous tissue disorders
10053262,10040785,Skin swelling,Skin and subcutaneous tissue disorders
10053695,10040785,Diabetic dermopathy,Skin and subcutaneous tissue disorders
10054786,10040785,Skin burning sensation,Skin and subcutaneous tissue disorders
10054909,10040785,Venous ulcer pain,Skin and subcutaneous tissue disorders
10055035,10040785,Erythema dyschromicum perstans,Skin and subcutaneous tissue disorders
10056474,10040785,Erythrosis,Skin and subcutaneous tissue disorders
10057064,10040785,Skin laxity,Skin and subcutaneous tissue disorders
10058105,10040785,Neutrophilic dermatosis,Skin and subcutaneous tissue disorders
10058318,10040785,Parakeratosis,Skin and subcutaneous tissue disorders
10058820,10040785,Acantholysis,Skin and subcutaneous tissue disorders
10059284,10040785,Epidermal necrosis,Skin and subcutaneous tissue disorders
10059516,10040785,Skin toxicity,Skin and subcutaneous tissue disorders
10061531,10040785,Skin degenerative disorder,Skin and subcutaneous tissue disorders
10063184,10040785,Cutaneous contour deformity,Skin and subcutaneous tissue disorders
10064503,10040785,Excessive skin,Skin and subcutaneous tissue disorders
10067723,10040785,Skin plaque,Skin and subcutaneous tissue disorders
10069686,10040785,Fingerprint loss,Skin and subcutaneous tissue disorders
10069704,10040785,Cutaneous loxoscelism,Skin and subcutaneous tissue disorders
10070835,10040785,Skin sensitisation,Skin and subcutaneous tissue disorders
10072362,10040785,Rheumatoid neutrophilic dermatosis,Skin and subcutaneous tissue disorders
10072438,10040785,Dermal absorption impaired,Skin and subcutaneous tissue disorders
10074332,10040785,Pathergy reaction,Skin and subcutaneous tissue disorders
10074496,10040785,Cutaneous calcification,Skin and subcutaneous tissue disorders
10075045,10040785,Dermal absorption increased,Skin and subcutaneous tissue disorders
10075267,10040785,Skin texture abnormal,Skin and subcutaneous tissue disorders
10076249,10040785,Dilated pores,Skin and subcutaneous tissue disorders
10078002,10040785,Myxoid cyst,Skin and subcutaneous tissue disorders
10079274,10040785,Skin indentation,Skin and subcutaneous tissue disorders
10079425,10040785,Acral angiokeratoma-like pseudolymphoma,Skin and subcutaneous tissue disorders
10080542,10040785,Shagreen skin,Skin and subcutaneous tissue disorders
10080560,10040785,Skin weeping,Skin and subcutaneous tissue disorders
10081154,10040785,Skin lesion inflammation,Skin and subcutaneous tissue disorders
10081765,10040785,Sensitive skin,Skin and subcutaneous tissue disorders
10081977,10040785,Senile xerosis,Skin and subcutaneous tissue disorders
10081998,10040785,Target skin lesion,Skin and subcutaneous tissue disorders
10082163,10040785,Acquired perforating dermatosis,Skin and subcutaneous tissue disorders
10085042,10040785,Juvenile plantar dermatosis,Skin and subcutaneous tissue disorders
10085636,10040785,Scar discomfort,Skin and subcutaneous tissue disorders
10086657,10040785,Follicular disorder,Skin and subcutaneous tissue disorders
10086688,10040785,Diabetic complication dermal,Skin and subcutaneous tissue disorders
10087819,10040785,Dermonecrotic arachnidism,Skin and subcutaneous tissue disorders
10012431,10040785,Dermatitis,Skin and subcutaneous tissue disorders
10012434,10040785,Dermatitis allergic,Skin and subcutaneous tissue disorders
10012438,10040785,Dermatitis atopic,Skin and subcutaneous tissue disorders
10012442,10040785,Dermatitis contact,Skin and subcutaneous tissue disorders
10012444,10040785,Dermatitis diaper,Skin and subcutaneous tissue disorders
10013913,10040785,Dyshidrotic eczema,Skin and subcutaneous tissue disorders
10014184,10040785,Eczema,Skin and subcutaneous tissue disorders
10014190,10040785,Eczema asteatotic,Skin and subcutaneous tissue disorders
10014198,10040785,Eczema infantile,Skin and subcutaneous tissue disorders
10014201,10040785,Eczema nummular,Skin and subcutaneous tissue disorders
10022622,10040785,Intertrigo,Skin and subcutaneous tissue disorders
10029263,10040785,Neurodermatitis,Skin and subcutaneous tissue disorders
10030012,10040785,Occupational dermatitis,Skin and subcutaneous tissue disorders
10034541,10040785,Perioral dermatitis,Skin and subcutaneous tissue disorders
10037083,10040785,Prurigo,Skin and subcutaneous tissue disorders
10039793,10040785,Seborrhoeic dermatitis,Skin and subcutaneous tissue disorders
10040880,10040785,Skin irritation,Skin and subcutaneous tissue disorders
10041955,10040785,Stasis dermatitis,Skin and subcutaneous tissue disorders
10055182,10040785,Eczema weeping,Skin and subcutaneous tissue disorders
10058681,10040785,Eczema vesicular,Skin and subcutaneous tissue disorders
10058898,10040785,Hand dermatitis,Skin and subcutaneous tissue disorders
10062918,10040785,Dennie-Morgan fold,Skin and subcutaneous tissue disorders
10066100,10040785,Polymorphic eruption of pregnancy,Skin and subcutaneous tissue disorders
10074969,10040785,Pseudocellulitis,Skin and subcutaneous tissue disorders
10075467,10040785,Flagellate dermatitis,Skin and subcutaneous tissue disorders
10075689,10040785,Autoimmune dermatitis,Skin and subcutaneous tissue disorders
10076881,10040785,Rebound atopic dermatitis,Skin and subcutaneous tissue disorders
10076882,10040785,Rebound eczema,Skin and subcutaneous tissue disorders
10081332,10040785,Granuloma gluteale infantum,Skin and subcutaneous tissue disorders
10082003,10040785,Digital pulpitis,Skin and subcutaneous tissue disorders
10082113,10040785,Acquired blaschkoid dermatitis,Skin and subcutaneous tissue disorders
10082290,10040785,Urticarial dermatitis,Skin and subcutaneous tissue disorders
10083156,10040785,Immune-mediated dermatitis,Skin and subcutaneous tissue disorders
10085198,10040785,Follicular eczema,Skin and subcutaneous tissue disorders
10087164,10040785,Superficial inflammatory dermatosis,Skin and subcutaneous tissue disorders
10087171,10040785,Yao syndrome,Skin and subcutaneous tissue disorders
10087914,10040785,Paradoxical skin reaction,Skin and subcutaneous tissue disorders
10087943,10040785,Systemic contact dermatitis,Skin and subcutaneous tissue disorders
10088153,10040785,Erosive pustular dermatosis,Skin and subcutaneous tissue disorders
10088425,10040785,Moisture-associated skin damage,Skin and subcutaneous tissue disorders
10088604,10040785,Prurigo of pregnancy,Skin and subcutaneous tissue disorders
10006404,10040785,Bromoderma,Skin and subcutaneous tissue disorders
10013687,10040785,Drug eruption,Skin and subcutaneous tissue disorders
10016741,10040785,Fixed eruption,Skin and subcutaneous tissue disorders
10033553,10040785,Palmar-plantar erythrodysaesthesia syndrome,Skin and subcutaneous tissue disorders
10053641,10040785,Mazzotti reaction,Skin and subcutaneous tissue disorders
10057970,10040785,Toxic skin eruption,Skin and subcutaneous tissue disorders
10073508,10040785,Drug reaction with eosinophilia and systemic symptoms,Skin and subcutaneous tissue disorders
10074982,10040785,Toxic erythema of chemotherapy,Skin and subcutaneous tissue disorders
10078288,10040785,Periarticular thenar erythema with onycholysis,Skin and subcutaneous tissue disorders
10078325,10040785,Symmetrical drug-related intertriginous and flexural exanthema,Skin and subcutaneous tissue disorders
10085778,10040785,Severe cutaneous adverse reaction,Skin and subcutaneous tissue disorders
10086433,10040785,Topical steroid withdrawal reaction,Skin and subcutaneous tissue disorders
10015150,10040785,Erythema,Skin and subcutaneous tissue disorders
10015152,10040785,Erythema ab igne,Skin and subcutaneous tissue disorders
10033551,10040785,Palmar erythema,Skin and subcutaneous tissue disorders
10051170,10040785,Plantar erythema,Skin and subcutaneous tissue disorders
10055029,10040785,Umbilical erythema,Skin and subcutaneous tissue disorders
10056968,10040785,Erythema elevatum diutinum,Skin and subcutaneous tissue disorders
10060821,10040785,Necrolytic migratory erythema,Skin and subcutaneous tissue disorders
10073721,10040785,Morbihan disease,Skin and subcutaneous tissue disorders
10081993,10040785,Pernio-like erythema,Skin and subcutaneous tissue disorders
10084061,10040785,Necrolytic acral erythema,Skin and subcutaneous tissue disorders
10086737,10040785,Vancomycin infusion reaction,Skin and subcutaneous tissue disorders
10012455,10040785,Dermatitis exfoliative,Skin and subcutaneous tissue disorders
10012456,10040785,Dermatitis exfoliative generalised,Skin and subcutaneous tissue disorders
10029415,10040785,Nikolsky's sign,Skin and subcutaneous tissue disorders
10040844,10040785,Skin exfoliation,Skin and subcutaneous tissue disorders
10052291,10040785,Keratolysis exfoliativa acquired,Skin and subcutaneous tissue disorders
10064579,10040785,Exfoliative rash,Skin and subcutaneous tissue disorders
10082985,10040785,Erythrodermic atopic dermatitis,Skin and subcutaneous tissue disorders
10011674,10040785,Cutaneous sarcoidosis,Skin and subcutaneous tissue disorders
10018692,10040785,Granuloma annulare,Skin and subcutaneous tissue disorders
10018698,10040785,Granuloma skin,Skin and subcutaneous tissue disorders
10056969,10040785,Necrobiosis lipoidica diabeticorum,Skin and subcutaneous tissue disorders
10067972,10040785,Interstitial granulomatous dermatitis,Skin and subcutaneous tissue disorders
10068809,10040785,Palisaded neutrophilic granulomatous dermatitis,Skin and subcutaneous tissue disorders
10070949,10040785,Metastatic cutaneous Crohn's disease,Skin and subcutaneous tissue disorders
10074954,10040785,Granulomatous dermatitis,Skin and subcutaneous tissue disorders
10078475,10040785,Annular elastolytic giant cell granuloma,Skin and subcutaneous tissue disorders
10080345,10040785,Cutaneous malacoplakia,Skin and subcutaneous tissue disorders
10084214,10040785,Granulomatous T-cell pseudolymphoma,Skin and subcutaneous tissue disorders
10085003,10040785,Sarcoid-like reaction,Skin and subcutaneous tissue disorders
10015153,10040785,Erythema annulare,Skin and subcutaneous tissue disorders
10015216,10040785,Erythema marginatum,Skin and subcutaneous tissue disorders
10024428,10040785,Lichen nitidus,Skin and subcutaneous tissue disorders
10024429,10040785,Lichen planus,Skin and subcutaneous tissue disorders
10024434,10040785,Lichen sclerosus,Skin and subcutaneous tissue disorders
10024438,10040785,Lichenification,Skin and subcutaneous tissue disorders
10033898,10040785,Parapsoriasis,Skin and subcutaneous tissue disorders
10035111,10040785,Pityriasis alba,Skin and subcutaneous tissue disorders
10035114,10040785,Pityriasis rosea,Skin and subcutaneous tissue disorders
10035116,10040785,Pityriasis rubra pilaris,Skin and subcutaneous tissue disorders
10037879,10040785,Rash papulosquamous,Skin and subcutaneous tissue disorders
10048895,10040785,Pityriasis lichenoides et varioliformis acuta,Skin and subcutaneous tissue disorders
10050534,10040785,Trichostasis spinulosa,Skin and subcutaneous tissue disorders
10055046,10040785,Lichen myxoedematosus,Skin and subcutaneous tissue disorders
10056670,10040785,Lymphomatoid papulosis,Skin and subcutaneous tissue disorders
10063628,10040785,Jessner's lymphocytic infiltration,Skin and subcutaneous tissue disorders
10064281,10040785,Malignant atrophic papulosis,Skin and subcutaneous tissue disorders
10064945,10040785,Reticular erythematous mucinosis,Skin and subcutaneous tissue disorders
10065247,10040785,Acrokeratosis paraneoplastica,Skin and subcutaneous tissue disorders
10066945,10040785,Lichen striatus,Skin and subcutaneous tissue disorders
10068596,10040785,Papuloerythroderma of Ofuji,Skin and subcutaneous tissue disorders
10072358,10040785,Trichodysplasia spinulosa,Skin and subcutaneous tissue disorders
10085884,10040785,Anogenital lichen planus,Skin and subcutaneous tissue disorders
10087583,10040785,Grinspan syndrome,Skin and subcutaneous tissue disorders
10021534,10040785,Impetigo herpetiformis,Skin and subcutaneous tissue disorders
10037857,10040785,Rash follicular,Skin and subcutaneous tissue disorders
10042342,10040785,Subcorneal pustular dermatosis,Skin and subcutaneous tissue disorders
10048799,10040785,Acute generalised exanthematous pustulosis,Skin and subcutaneous tissue disorders
10049172,10040785,Eosinophilic pustulosis,Skin and subcutaneous tissue disorders
10083179,10040785,Infantile acropustulosis,Skin and subcutaneous tissue disorders
10086219,10040785,Aseptic pustule,Skin and subcutaneous tissue disorders
10089003,10040785,AGEP-DRESS overlap,Skin and subcutaneous tissue disorders
10011859,10040785,Dandruff,Skin and subcutaneous tissue disorders
10035110,10040785,Pityriasis,Skin and subcutaneous tissue disorders
10011985,10040785,Decubitus ulcer,Skin and subcutaneous tissue disorders
10028896,10040785,Needle track marks,Skin and subcutaneous tissue disorders
10003071,10040785,Aquagenic pruritus,Skin and subcutaneous tissue disorders
10037087,10040785,Pruritus,Skin and subcutaneous tissue disorders
10039986,10040785,Senile pruritus,Skin and subcutaneous tissue disorders
10050818,10040785,Itching scar,Skin and subcutaneous tissue disorders
10060875,10040785,Uraemic pruritus,Skin and subcutaneous tissue disorders
10063438,10040785,Pruritus allergic,Skin and subcutaneous tissue disorders
10064190,10040785,Cholestatic pruritus,Skin and subcutaneous tissue disorders
10071443,10040785,Brachioradial pruritus,Skin and subcutaneous tissue disorders
10077704,10040785,Tumour pruritus,Skin and subcutaneous tissue disorders
10085997,10040785,Neuropathic pruritus,Skin and subcutaneous tissue disorders
10037844,10040785,Rash,Skin and subcutaneous tissue disorders
10037855,10040785,Rash erythematous,Skin and subcutaneous tissue disorders
10037867,10040785,Rash macular,Skin and subcutaneous tissue disorders
10037868,10040785,Rash maculo-papular,Skin and subcutaneous tissue disorders
10037870,10040785,Rash morbilliform,Skin and subcutaneous tissue disorders
10037871,10040785,Rash neonatal,Skin and subcutaneous tissue disorders
10037876,10040785,Rash papular,Skin and subcutaneous tissue disorders
10037884,10040785,Rash pruritic,Skin and subcutaneous tissue disorders
10037890,10040785,Rash scarlatiniform,Skin and subcutaneous tissue disorders
10037898,10040785,Rash vesicular,Skin and subcutaneous tissue disorders
10042946,10040785,Systemic lupus erythematosus rash,Skin and subcutaneous tissue disorders
10050004,10040785,Rash maculovesicular,Skin and subcutaneous tissue disorders
10056274,10040785,Erythema toxicum neonatorum,Skin and subcutaneous tissue disorders
10056301,10040785,Lupus miliaris disseminatus faciei,Skin and subcutaneous tissue disorders
10056671,10040785,Mucocutaneous rash,Skin and subcutaneous tissue disorders
10057984,10040785,Rash rubelliform,Skin and subcutaneous tissue disorders
10067982,10040785,Butterfly rash,Skin and subcutaneous tissue disorders
10072688,10040785,Transient neonatal pustular melanosis,Skin and subcutaneous tissue disorders
10074687,10040785,Paraneoplastic rash,Skin and subcutaneous tissue disorders
10075552,10040785,Sea bather's eruption,Skin and subcutaneous tissue disorders
10075807,10040785,Nodular rash,Skin and subcutaneous tissue disorders
10081454,10040785,Heliotrope rash,Skin and subcutaneous tissue disorders
10088084,10040785,Marshall-White syndrome,Skin and subcutaneous tissue disorders
10015278,10040785,Erythrodermic psoriasis,Skin and subcutaneous tissue disorders
10018797,10040785,Guttate psoriasis,Skin and subcutaneous tissue disorders
10028703,10040785,Nail psoriasis,Skin and subcutaneous tissue disorders
10037153,10040785,Psoriasis,Skin and subcutaneous tissue disorders
10037575,10040785,Pustular psoriasis,Skin and subcutaneous tissue disorders
10050185,10040785,Palmoplantar pustulosis,Skin and subcutaneous tissue disorders
10058675,10040785,Dermatitis psoriasiform,Skin and subcutaneous tissue disorders
10069352,10040785,Rebound psoriasis,Skin and subcutaneous tissue disorders
10083929,10040785,Paradoxical psoriasis,Skin and subcutaneous tissue disorders
10000616,10040785,Actinic prurigo,Skin and subcutaneous tissue disorders
10034972,10040785,Photosensitivity reaction,Skin and subcutaneous tissue disorders
10036087,10040785,Polymorphic light eruption,Skin and subcutaneous tissue disorders
10041303,10040785,Solar dermatitis,Skin and subcutaneous tissue disorders
10051246,10040785,Photodermatosis,Skin and subcutaneous tissue disorders
10068388,10040785,Actinic elastosis,Skin and subcutaneous tissue disorders
10072578,10040785,Chronic actinic dermatitis,Skin and subcutaneous tissue disorders
10083442,10040785,Hydroa vacciniforme,Skin and subcutaneous tissue disorders
10003094,10040785,Argyria,Skin and subcutaneous tissue disorders
10006926,10040785,Cafe au lait spots,Skin and subcutaneous tissue disorders
10008570,10040785,Chloasma,Skin and subcutaneous tissue disorders
10014970,10040785,Ephelides,Skin and subcutaneous tissue disorders
10024217,10040785,Lentigo,Skin and subcutaneous tissue disorders
10027146,10040785,Melanoderma,Skin and subcutaneous tissue disorders
10027157,10040785,Melanosis,Skin and subcutaneous tissue disorders
10040865,10040785,Skin hyperpigmentation,Skin and subcutaneous tissue disorders
10051070,10040785,Idiopathic lenticular mucocutaneous pigmentation,Skin and subcutaneous tissue disorders
10064127,10040785,Solar lentigo,Skin and subcutaneous tissue disorders
10071308,10040785,Melanocytic hyperplasia,Skin and subcutaneous tissue disorders
10084877,10040785,Crowe's sign,Skin and subcutaneous tissue disorders
10087517,10040785,Naevus spilus,Skin and subcutaneous tissue disorders
10088688,10040785,Serpentine supravenous hyperpigmentation,Skin and subcutaneous tissue disorders
10024380,10040785,Leukoderma,Skin and subcutaneous tissue disorders
10040825,10040785,Skin depigmentation,Skin and subcutaneous tissue disorders
10040868,10040785,Skin hypopigmentation,Skin and subcutaneous tissue disorders
10047642,10040785,Vitiligo,Skin and subcutaneous tissue disorders
10068489,10040785,Idiopathic guttate hypomelanosis,Skin and subcutaneous tissue disorders
10082386,10040785,Progressive macular hypomelanosis,Skin and subcutaneous tissue disorders
10036229,10040785,Post inflammatory pigmentation change,Skin and subcutaneous tissue disorders
10062080,10040785,Pigmentation disorder,Skin and subcutaneous tissue disorders
10078154,10040785,Haemosiderin stain,Skin and subcutaneous tissue disorders
10024604,10040785,Lipoatrophy,Skin and subcutaneous tissue disorders
10039703,10040785,Sclerema,Skin and subcutaneous tissue disorders
10049287,10040785,Lipodystrophy acquired,Skin and subcutaneous tissue disorders
10053857,10040785,Partial lipodystrophy,Skin and subcutaneous tissue disorders
10056866,10040785,Facial wasting,Skin and subcutaneous tissue disorders
10062315,10040785,Lipohypertrophy,Skin and subcutaneous tissue disorders
10073006,10040785,Progressive facial hemiatrophy,Skin and subcutaneous tissue disorders
10087376,10040785,Acquired generalised lipodystrophy,Skin and subcutaneous tissue disorders
10088837,10040785,Localised lipodystrophy,Skin and subcutaneous tissue disorders
10015226,10040785,Erythema nodosum,Skin and subcutaneous tissue disorders
10033675,10040785,Panniculitis,Skin and subcutaneous tissue disorders
10033678,10040785,Panniculitis lobular,Skin and subcutaneous tissue disorders
10047883,10040785,Weber-Christian disease,Skin and subcutaneous tissue disorders
10056876,10040785,Septal panniculitis,Skin and subcutaneous tissue disorders
10062579,10040785,Necrotising panniculitis,Skin and subcutaneous tissue disorders
10067115,10040785,Neutrophilic panniculitis,Skin and subcutaneous tissue disorders
10074597,10040785,Eosinophilic panniculitis,Skin and subcutaneous tissue disorders
10075609,10040785,Atypical lymphocytic lobular panniculitis,Skin and subcutaneous tissue disorders
10081137,10040785,Cytophagic histiocytic panniculitis,Skin and subcutaneous tissue disorders
10028084,10040785,Mucocutaneous ulceration,Skin and subcutaneous tissue disorders
10034322,10040785,Penile ulceration,Skin and subcutaneous tissue disorders
10037635,10040785,Pyoderma gangrenosum,Skin and subcutaneous tissue disorders
10040840,10040785,Skin erosion,Skin and subcutaneous tissue disorders
10040943,10040785,Skin ulcer,Skin and subcutaneous tissue disorders
10050377,10040785,Skin ulcer haemorrhage,Skin and subcutaneous tissue disorders
10050502,10040785,Neuropathic ulcer,Skin and subcutaneous tissue disorders
10060734,10040785,Diabetic foot,Skin and subcutaneous tissue disorders
10068834,10040785,Fungating wound,Skin and subcutaneous tissue disorders
10073229,10040785,Scleroderma associated digital ulcer,Skin and subcutaneous tissue disorders
10075714,10040785,Vasculitic ulcer,Skin and subcutaneous tissue disorders
10077408,10040785,Ischaemic skin ulcer,Skin and subcutaneous tissue disorders
10081558,10040785,Diabetic wound,Skin and subcutaneous tissue disorders
10083302,10040785,Necrotic angiodermatitis,Skin and subcutaneous tissue disorders
10012428,10040785,Dermal sinus,Skin and subcutaneous tissue disorders
10057041,10040785,Poikiloderma,Skin and subcutaneous tissue disorders
10001294,10040785,Adiposis dolorosa,Skin and subcutaneous tissue disorders
10011659,10040785,Cutaneous amyloidosis,Skin and subcutaneous tissue disorders
10042344,10040785,Subcutaneous emphysema,Skin and subcutaneous tissue disorders
10048637,10040785,Angiolymphoid hyperplasia with eosinophilia,Skin and subcutaneous tissue disorders
10053776,10040785,Eosinophilic cellulitis,Skin and subcutaneous tissue disorders
10055953,10040785,Scleroedema,Skin and subcutaneous tissue disorders
10063560,10040785,Excessive granulation tissue,Skin and subcutaneous tissue disorders
10065339,10040785,Cellulite,Skin and subcutaneous tissue disorders
10067155,10040785,Reactive perforating collagenosis,Skin and subcutaneous tissue disorders
10067868,10040785,Skin mass,Skin and subcutaneous tissue disorders
10072595,10040785,Umbilical discharge,Skin and subcutaneous tissue disorders
10074929,10040785,Digital pitting scar,Skin and subcutaneous tissue disorders
10074976,10040785,Skin adhesion,Skin and subcutaneous tissue disorders
10075531,10040785,Cutaneous symptom,Skin and subcutaneous tissue disorders
10078237,10040785,Paraneoplastic dermatosis,Skin and subcutaneous tissue disorders
10079629,10040785,Subcutaneous drug absorption impaired,Skin and subcutaneous tissue disorders
10081688,10040785,Mid-dermal elastolysis,Skin and subcutaneous tissue disorders
10082980,10040785,Mucocutaneous disorder,Skin and subcutaneous tissue disorders
10083144,10040785,Skin discharge,Skin and subcutaneous tissue disorders
10087184,10040785,Mucocutaneous toxicity,Skin and subcutaneous tissue disorders
10087339,10040785,Omphalith,Skin and subcutaneous tissue disorders
10000496,10040785,Acne,Skin and subcutaneous tissue disorders
10000501,10040785,Acne conglobata,Skin and subcutaneous tissue disorders
10000502,10040785,Acne cosmetica,Skin and subcutaneous tissue disorders
10000503,10040785,Acne cystic,Skin and subcutaneous tissue disorders
10000507,10040785,Acne infantile,Skin and subcutaneous tissue disorders
10000511,10040785,Acne occupational,Skin and subcutaneous tissue disorders
10000518,10040785,Acne varioliformis,Skin and subcutaneous tissue disorders
10012432,10040785,Dermatitis acneiform,Skin and subcutaneous tissue disorders
10027026,10040785,Mechanical acne,Skin and subcutaneous tissue disorders
10030261,10040785,Oil acne,Skin and subcutaneous tissue disorders
10049141,10040785,Acne fulminans,Skin and subcutaneous tissue disorders
10082958,10040785,PRIDE syndrome,Skin and subcutaneous tissue disorders
10086741,10040785,Acne tropica,Skin and subcutaneous tissue disorders
10001760,10040785,Alopecia,Skin and subcutaneous tissue disorders
10001761,10040785,Alopecia areata,Skin and subcutaneous tissue disorders
10001764,10040785,Alopecia scarring,Skin and subcutaneous tissue disorders
10001766,10040785,Alopecia totalis,Skin and subcutaneous tissue disorders
10001767,10040785,Alopecia universalis,Skin and subcutaneous tissue disorders
10021126,10040785,Hypotrichosis,Skin and subcutaneous tissue disorders
10051235,10040785,Madarosis,Skin and subcutaneous tissue disorders
10056506,10040785,Follicular mucinosis,Skin and subcutaneous tissue disorders
10068168,10040785,Androgenetic alopecia,Skin and subcutaneous tissue disorders
10073736,10040785,Diffuse alopecia,Skin and subcutaneous tissue disorders
10081142,10040785,Lichen planopilaris,Skin and subcutaneous tissue disorders
10082395,10040785,Non-scarring alopecia,Skin and subcutaneous tissue disorders
10084141,10040785,Seborrhoeic alopecia,Skin and subcutaneous tissue disorders
10002512,10040785,Anhidrosis,Skin and subcutaneous tissue disorders
10002983,10040785,Apocrine miliaria,Skin and subcutaneous tissue disorders
10009866,10040785,Cold sweat,Skin and subcutaneous tissue disorders
10020040,10040785,Hidradenitis,Skin and subcutaneous tissue disorders
10020642,10040785,Hyperhidrosis,Skin and subcutaneous tissue disorders
10021013,10040785,Hypohidrosis,Skin and subcutaneous tissue disorders
10027626,10040785,Milia,Skin and subcutaneous tissue disorders
10027627,10040785,Miliaria,Skin and subcutaneous tissue disorders
10029410,10040785,Night sweats,Skin and subcutaneous tissue disorders
10042652,10040785,Sweat discolouration,Skin and subcutaneous tissue disorders
10042653,10040785,Sweat gland disorder,Skin and subcutaneous tissue disorders
10055000,10040785,Bromhidrosis,Skin and subcutaneous tissue disorders
10064394,10040785,Haematidrosis,Skin and subcutaneous tissue disorders
10067863,10040785,Uridrosis,Skin and subcutaneous tissue disorders
10072874,10040785,Eccrine squamous syringometaplasia,Skin and subcutaneous tissue disorders
10084535,10040785,PASH syndrome,Skin and subcutaneous tissue disorders
10020112,10040785,Hirsutism,Skin and subcutaneous tissue disorders
10020864,10040785,Hypertrichosis,Skin and subcutaneous tissue disorders
10086658,10040785,Paraneoplastic hypertrichosis,Skin and subcutaneous tissue disorders
10022013,10040785,Ingrowing nail,Skin and subcutaneous tissue disorders
10028692,10040785,Nail discolouration,Skin and subcutaneous tissue disorders
10028693,10040785,Nail discomfort,Skin and subcutaneous tissue disorders
10028694,10040785,Nail disorder,Skin and subcutaneous tissue disorders
10028698,10040785,Nail dystrophy,Skin and subcutaneous tissue disorders
10028700,10040785,Nail hypertrophy,Skin and subcutaneous tissue disorders
10028702,10040785,Nail pitting,Skin and subcutaneous tissue disorders
10030336,10040785,Onychogryphosis,Skin and subcutaneous tissue disorders
10030337,10040785,Onycholysis,Skin and subcutaneous tissue disorders
10034959,10040785,Photoonycholysis,Skin and subcutaneous tissue disorders
10041663,10040785,Splinter haemorrhages,Skin and subcutaneous tissue disorders
10048244,10040785,Yellow nail syndrome,Skin and subcutaneous tissue disorders
10048886,10040785,Onychoclasis,Skin and subcutaneous tissue disorders
10048891,10040785,Nail bed bleeding,Skin and subcutaneous tissue disorders
10049268,10040785,Nail bed tenderness,Skin and subcutaneous tissue disorders
10049274,10040785,Onychomadesis,Skin and subcutaneous tissue disorders
10050658,10040785,Leukonychia,Skin and subcutaneous tissue disorders
10054999,10040785,Koilonychia,Skin and subcutaneous tissue disorders
10056526,10040785,Nail pterygium,Skin and subcutaneous tissue disorders
10058109,10040785,Hangnail,Skin and subcutaneous tissue disorders
10058455,10040785,Nail pigmentation,Skin and subcutaneous tissue disorders
10058673,10040785,Onychomalacia,Skin and subcutaneous tissue disorders
10059206,10040785,Nail toxicity,Skin and subcutaneous tissue disorders
10062283,10040785,Nail ridging,Skin and subcutaneous tissue disorders
10064088,10040785,Nail bed inflammation,Skin and subcutaneous tissue disorders
10064251,10040785,Onychalgia,Skin and subcutaneous tissue disorders
10064764,10040785,Nail growth abnormal,Skin and subcutaneous tissue disorders
10068058,10040785,Nail atrophy,Skin and subcutaneous tissue disorders
10070533,10040785,Nail bed disorder,Skin and subcutaneous tissue disorders
10074602,10040785,Nail necrosis,Skin and subcutaneous tissue disorders
10074978,10040785,Nail fold inflammation,Skin and subcutaneous tissue disorders
10079216,10040785,Nail cuticle fissure,Skin and subcutaneous tissue disorders
10081861,10040785,Anonychia,Skin and subcutaneous tissue disorders
10019030,10040785,Hair colour changes,Skin and subcutaneous tissue disorders
10019037,10040785,Hair disorder,Skin and subcutaneous tissue disorders
10019044,10040785,Hair growth abnormal,Skin and subcutaneous tissue disorders
10019049,10040785,Hair texture abnormal,Skin and subcutaneous tissue disorders
10035039,10040785,Piloerection,Skin and subcutaneous tissue disorders
10044625,10040785,Trichorrhexis,Skin and subcutaneous tissue disorders
10044628,10040785,Trichothiodystrophy,Skin and subcutaneous tissue disorders
10049865,10040785,Achromotrichia acquired,Skin and subcutaneous tissue disorders
10052899,10040785,Ingrown hair,Skin and subcutaneous tissue disorders
10077520,10040785,Pseudofolliculitis,Skin and subcutaneous tissue disorders
10079335,10040785,Hair growth rate abnormal,Skin and subcutaneous tissue disorders
10079852,10040785,Trichodynia,Skin and subcutaneous tissue disorders
